ID,titles,issue,volume
4943,Examining the Structure of Physical Self-Description Using an American University Sample,1,72
4944,Role Modeling Attitudes and Physical Activity and Fitness Promoting Behaviors of HPERD Professionals and Preprofessionals,1,72
4945,The Original Table of Contents and Editorial Board,1,72
4946,Predicting Children's Overarm Throw Ball Velocities from Their Developmental Levels in Throwing,2,72
4947,Rasch Calibration and Optimal Categorization of an Instrument Measuring Women's Exercise Perseverance and Barriers,2,72
4948,Psychometric Properties of Child- and Teacher-Reported Curl-Up Scores in Children Ages 10–12 Years,2,72
4949,The Most Important Points in Grand Slam Singles Tennis,2,72
4950,Learning a Coordination Skill: Interactive Effects of Instruction and Feedback,2,72
4951,On the Tactical Significance of Game Situations in Anticipating Ball Trajectories in Tennis,2,72
4952,Situational Interest in Physical Education: A Function of Learning Task Design,2,72
4953,"Students' Perceptions of the Motivational Climate, Achievement Beliefs, and Satisfaction in Physical Education",2,72
4954,Energy Expenditure Relative to Perceived Exertion: Stationary Cycling versus Treadmill Walking,2,72
4955,"Relationship of Blood Cholesterol to Body Composition, Physical Fitness, and Dietary Intake Measures in Third-Grade Children and Their Parents",2,72
4956,The Effects of the Environment on Physical Activity Patterns of Children with Mental Retardation,2,72
4957,Perceived Physical Ability as a Function of Race and Racial Comparison,2,72
4958,Erratum,2,72
4959,The Original Table of Contents and Editorial Board,2,72
4960,Parental Activity as a Determinant of Activity Level and Patterns of Activity in Obese Children,3,72
4961,Divided Attention in Bimanual Aiming Movements: Effects on Movement Accuracy,3,72
4962,Through the Years: A Longitudinal Study of Physical Education Teachers from a Research-Based Preparation Program,3,72
4963,The Effects of Augmented Feedback on Students' Perceptions and Performance,3,72
4964,"Leadership and Satisfaction in Tennis: Examination of Congruence, Gender, and Ability",3,72
4965,Predictors of Aggressive Tendencies in Girls' Basketball: An Examination of Beginning and Advanced Participants in a Summer Skills Camp,3,72
4966,The Effect of Aerobic Exercise on Recovery Ambulatory Blood Pressure in Normotensive Men and Women,3,72
4967,"Acute Effects of Static Stretching, Proprioceptive Neuromuscular Facilitation Stretching, and Maximum Voluntary Contractions on Explosive Force Production and Jumping Performance",3,72
4968,Interval Cryotherapy and Fatigue in University Baseball Pitchers,3,72
4969,A Preliminary Study to Determine Instrument Responsiveness to Change with a Walking Program: Physical Activity Logs versus Pedometers,3,72
4970,Attentional Patterns of Horseshoe Pitchers at Two Levels of Task Difficulty,3,72
4971,Benefits of Self-Control in Dyad Practice,3,72
4972,The Role Aggression Plays in Successful and Unsuccessful Ice Hockey Behaviors,3,72
4973,Effect of Pretesting on Feeling States and Self-Efficacy in Acute Exercise,3,72
4974,The Original Table of Contents and Editorial Board,3,72
4975,The Feldenkrais Method®: A Dynamic Approach to Changing Motor Behavior,4,72
4976,Fitness Portfolio Calibration for First- through Sixth-Grade Children,4,72
4977,Attention and Motor Performance: Preferences for and Advantages of an External Focus,4,72
4978,Examining the Specificity of Practice Hypothesis: Is Learning Modality Specific?,4,72
4979,An Investigation of Commitment among Participants in an Extended Day Physical Activity Program,4,72
4980,Description of an Expert Teacher's Constructivist-Oriented Teaching: Engaging Students' Critical Thinking in Learning Creative Dance,4,72
4981,Social Support and Recovery from Sport Injury: Elite Skiers Share Their Experiences,4,72
4982,The Effects of a Motivational General-Mastery Imagery Intervention on the Sport Confidence of High-Level Badminton Players,4,72
4983,Validating Motivational Readiness for Exercise Behavior with Adolescents,4,72
4984,"A 10,000-Step Count as a Physical Activity Target for Sedentary Women",4,72
4985,Acute Ballistic Muscle Stretching Inhibits Maximal Strength Performance,4,72
4986,Memory-Influenced Biases in Gymnastic Judging Occur across Different Prior Processing Conditions,4,72
4987,The Original Table of Contents and Editorial Board,4,72
4988,A Descriptive Analysis of Research Methods Classes in Departments of Kinesiology and Physical Education in the United States,1,73
4989,Arm Movement Control: Differences between Children with and without Attention Deficit Hyperactivity Disorder,1,73
4990,Throwing Patterns Used by Collegiate Baseball Players in Actual Games,1,73
4991,"Coincidence Timing of a Tennis Stroke: Effects of Age, Skill Level, Gender, Stimulus Velocity, and Attention Demand",1,73
4992,"Running, Heart Disease, and the Ironic Death of Jim Fixx",1,73
4993,"The Role of Parameter Variability on Retention, Parameter Transfer, and Effector Transfer",1,73
4994,"Achievement Goals, Perceived Motivational Climate, and Students' Self-Reported Mastery Behaviors",1,73
4995,"Prediction of Maximum Oxygen Consumption from Walking, Jogging, or Running",1,73
4996,Coaching Commitment and Turnover: A Comparison of Current and Former Coaches,1,73
4997,Perceived Control of Anxiety and its Relationship to Self-Confidence and Performance,1,73
4998,EMG Power Frequency Spectrum Shifts during Repeated Isokinetic Knee and Arm Movements,1,73
4999,Visual Search and Biological Motion Perception in Tennis,1,73
5000,Physical Self-Concept and Strength Changes in College Weight Training Classes,1,73
5001,The Original Table of Contents and Editorial Board,1,73
5002,2001 C. H. McCloy Research Lecture: Promoting Quality School Physical Education: Exploring the Root of the Problem,2,73
5003,The Influence of Midsole Cushioning on Mechanical and Hematological Responses during a Prolonged Downhill Run,2,73
5004,Hurdle Preflight in Springboard Diving: A Case of Diminishing Returns,2,73
5005,"Perceptions of the Physical Environment, Stage of Change for Physical Activity, and Walking among Australian Adults",2,73
5006,Visual Orienting in College Athletes: Explorations of Athlete Type and Gender,2,73
5007,Application of the LaGrange Polynomial in Skeletal Muscle Fatigue Analysis,2,73
5008,A Survey of U.S. Atlanta and Nagano Olympians: Variables Perceived to Influence Performance,2,73
5009,Participation in Extracurricular Physical Activity Programs at Middle Schools,2,73
5010,Extending the Theory of Planned Behavior in the Exercise Domain: A Comparison of Social Support and Subjective Norm,2,73
5011,Physical Activity Patterns in Recent College Alumni,2,73
5012,Association of Parent and Peer Support with Adolescent Physical Activity,2,73
5013,Evaluating the Factorial Structure of the Revised Causal Dimension Scale in Adolescents,2,73
5014,A Comparison of Video and Text-Based Questionnaire Methods for Testing Older Adults,2,73
5015,Perceived Leg Extension and Flexion Forces of Young Adult Men and Women: Comparison to Previous Findings,2,73
5016,The Original Table of Contents and Editorial Board,2,73
5017,Outstanding Research Writing Award,3,73
5018,Characteristics of the Vertical Ground Reaction Force Component Prior to Gait Transition,3,73
5019,Childhood Movement Skills: Predictors of Physical Activity in Anglo American and Mexican American Adolescents?,3,73
5020,Individual Pathways in the Development of Forceful Throwing,3,73
5021,"Cross-Cultural Validity of the Physical Self-Description Questionnaire: Comparison of Factor Structures in Australia, Spain, and Turkey",3,73
5022,Postcontraction Influences on Reaction Time,3,73
5023,Are Intensified Physical Education Sessions Able to Elicit Heart Rate at a Sufficient Level to Promote Aerobic Fitness in Adolescents?,3,73
5024,Effects of Multicycle-Run Training on Triathlete Performance,3,73
5025,Field Testing of Physiological Responses Associated with Nordic Walking,3,73
5026,Affective Responses to an Aerobic Dance Class: The Impact of Perceived Performance,3,73
5027,Injury Rehabilitation: A Goal-Setting Intervention Study,3,73
5028,Injury Rehabilitation: A Qualitative Follow-up Study,3,73
5029,The Epidemiology of U.S. Adults who Regularly Engage in Resistance Training,3,73
5030,"Cognitive Orientation, Precompetition, and Actual Competition Anxiety in Collegiate Softball Players",3,73
5031,Effects of Two Different Strength Training Modes on Motor Performance in Children,3,73
5032,Comparison of Blood Lactate Levels between Swimming in Clothes and a Swimsuit,3,73
5033,Contribution of Structured Exercise Class Participation and Informal Walking for Exercise to Daily Physical Activity in Community-Dwelling Older Adults,3,73
5034,"Understanding of Athletes' Nutritional Needs among Athletes, Coaches, and Athletic Trainers",3,73
5035,Physical Fitness and Cardiac Risk Factors of Professional Firefighters across the Career Span,3,73
5036,Response Timing Accuracy of Long-Distance Movements,3,73
5037,Erratum,3,73
5038,The Original Table of Contents and Editorial Board,3,73
5039,Tracking and Explanation of Physical Activity in Young Adults over a 7-Year Period,4,73
5040,Age-Related Differences in Vision and Proprioception in a Lower Limb Interceptive Task: The Effects of Skill Level and Practice,4,73
5041,Change in Throwing Pattern: Critical Values for Control Parameter of Velocity,4,73
5042,Self-Controlled Feedback: Does it Enhance Learning Because Performers Get Feedback When They Need It?,4,73
5043,Comparison of 1 and 2 Days per Week of Strength Training in Children,4,73
5044,"Exerted Effort and Performance in Climbing among Boys: The Influence of Achievement Goals, Perceived Ability, and Task Difficulty",4,73
5045,Evidence for the Importance of Openness to Experience on Performance of a Fluid Intelligence Task by Physically Active and Inactive Participants,4,73
5046,Vertical Ground Reaction Forces of Children during One- and Two-Leg Rope Jumping,4,73
5047,Within-Participant Variation in Landing Kinetics: Movement Behavior Trait or Transient?,4,73
5048,Neighborhood Physical Activity Opportunity: A Multilevel Contextual Model,4,73
5049,The Association between Physical Activity Behavior and Commonly Reported Barriers in a Worksite Population,4,73
5050,Cross-Validation of the Revised Motivation for Physical Activity Measure in Active Women,4,73
5051,Using Concurrent Visual Feedback to Focus Attention in Bimanuai Aiming Movements,4,73
5052,Single versus Multiple Sets for Strength: A Meta-Analysis to Address the Controversy,4,73
5053,The Differential Effects of Human Capital for Male and Female Division I Basketball Coaches,4,73
5054,The Original Table of Contents and Editorial Board,4,73
5055,Sit-to-Stand Performance of Older Adults following Strength Training,1,74
5056,Biomechanical Consequences of Impairment: A Taxonomically Valid Basis for Classification in a Unified Disability Athletics System,1,74
5057,The End-State Comfort Effect in Bimanual Grip Selection,1,74
5058,Children's Motivation in Elementary Physical Education: An Expectancy-Value Model of Achievement Choice,1,74
5059,Influence of a Motor Skill Intervention on Fundamental Motor Skill Development of Disadvantaged Preschool Children,1,74
